assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
14.3,77,0.5,5,2.4,acc,2.9,7.3,63,1.3,0.47,237,0.388,92,0.236,56,0.696,39,33,33,,1022,-0.5,0.8,7,0.8,70,10.6,chucky-hepburn-1,262,263,Guard,2.1,36,LOUISVILLE,0.473,112,0.348,39,3.9,70,0.497,12.9,39,125,0.424,53,15.5,,2.2,0.085,Chucky Hepburn
14.3,77,0.5,5,2.4,acc,2.9,7.3,63,1.3,0.47,237,0.388,92,0.236,56,0.696,39,33,33,,1022,-0.5,0.8,7,0.8,70,10.6,chucky-hepburn-1,262,263,Guard,2.1,36,LOUISVILLE,0.473,112,0.348,39,3.9,70,0.497,12.9,39,125,0.424,53,15.5,,2.2,0.085,Chucky Hepburn
2.4,1,1.3,1,-6.3,acc,-1,14.4,10,0.1,0.324,17,0.294,5,0.059,1,0,0,13,0,,79,-5.4,4.7,3,-0.1,6,3,jvonne-hadley-1,11,12,Guard,0,0,LOUISVILLE,0.353,6,0.167,1,9.7,13,0.315,5.4,1,11,0.364,4,12.5,,0,0.003,J'Vonne Hadley
2.4,1,1.3,1,-6.3,acc,-1,14.4,10,0.1,0.324,17,0.294,5,0.059,1,0,0,13,0,,79,-5.4,4.7,3,-0.1,6,3,jvonne-hadley-1,11,12,Guard,0,0,LOUISVILLE,0.353,6,0.167,1,9.7,13,0.315,5.4,1,11,0.364,4,12.5,,0,0.003,J'Vonne Hadley
8.7,44,0,0,1.3,acc,-0.5,7.9,61,0.6,0.533,289,0.377,109,0.291,84,0.929,78,32,27,,883,1.9,1.3,11,2.5,68,14.9,reyne-smith-1,386,344,Guard,1.5,24,LOUISVILLE,0.83,240,0.375,90,4.5,72,0.587,10.1,37,49,0.388,19,18.9,,3.1,0.141,Reyne Smith
8.7,44,0,0,1.3,acc,-0.5,7.9,61,0.6,0.533,289,0.377,109,0.291,84,0.929,78,32,27,,883,1.9,1.3,11,2.5,68,14.9,reyne-smith-1,386,344,Guard,1.5,24,LOUISVILLE,0.83,240,0.375,90,4.5,72,0.587,10.1,37,49,0.388,19,18.9,,3.1,0.141,Reyne Smith
6.8,22,8.5,45,4.2,acc,2.8,13.7,69,1,0.792,96,0.792,76,0.521,50,0.44,22,35,4,,561,1.4,9,49,1.5,51,21.7,james-scott-8,174,167,Forward,2.1,21,LOUISVILLE,0,0,,0,11.3,118,0.727,12.4,17,96,0.792,76,11.7,,2.5,0.176,James Scott
6.8,22,8.5,45,4.2,acc,2.8,13.7,69,1,0.792,96,0.792,76,0.521,50,0.44,22,35,4,,561,1.4,9,49,1.5,51,21.7,james-scott-8,174,167,Forward,2.1,21,LOUISVILLE,0,0,,0,11.3,118,0.727,12.4,17,96,0.792,76,11.7,,2.5,0.176,James Scott
8,6,2.3,3,-4.8,acc,-3,14.7,19,0,0.571,35,0.486,17,0.514,18,0.5,9,8,5,,155,-1.9,3.1,4,0.1,13,11.3,noah-waterman-1,49,46,Forward,0.4,1,LOUISVILLE,0.4,14,0.429,6,8.9,23,0.563,20.2,11,21,0.524,11,19.5,,0.1,0.033,Noah Waterman
8,6,2.3,3,-4.8,acc,-3,14.7,19,0,0.571,35,0.486,17,0.514,18,0.5,9,8,5,,155,-1.9,3.1,4,0.1,13,11.3,noah-waterman-1,49,46,Forward,0.4,1,LOUISVILLE,0.4,14,0.429,6,8.9,23,0.563,20.2,11,21,0.524,11,19.5,,0.1,0.033,Noah Waterman
3.8,10,2.5,10,3.4,acc,2.8,16.9,69,0.8,0.452,104,0.394,41,0.327,34,0.559,19,34,0,,453,0.6,8.4,33,0.2,25,11.1,khani-rooths-1,113,118,Forward,1.5,12,LOUISVILLE,0.49,51,0.235,12,12.8,102,0.47,13.7,19,53,0.547,29,15.3,,1.1,0.095,Khani Rooths
3.8,10,2.5,10,3.4,acc,2.8,16.9,69,0.8,0.452,104,0.394,41,0.327,34,0.559,19,34,0,,453,0.6,8.4,33,0.2,25,11.1,khani-rooths-1,113,118,Forward,1.5,12,LOUISVILLE,0.49,51,0.235,12,12.8,102,0.47,13.7,19,53,0.547,29,15.3,,1.1,0.095,Khani Rooths
11.7,43,6.1,41,3.7,acc,1.8,25.5,165,1.5,0.615,174,0.615,107,0.523,91,0.571,52,32,24,,755,1.9,14.2,94,1.9,90,22.7,aboubacar-traore-1,266,292,Guard,2.1,29,LOUISVILLE,0.006,1,0,0,19.8,259,0.612,18.4,49,173,0.618,107,17.3,,3.3,0.175,Aboubacar Traore
11.7,43,6.1,41,3.7,acc,1.8,25.5,165,1.5,0.615,174,0.615,107,0.523,91,0.571,52,32,24,,755,1.9,14.2,94,1.9,90,22.7,aboubacar-traore-1,266,292,Guard,2.1,29,LOUISVILLE,0.006,1,0,0,19.8,259,0.612,18.4,49,173,0.618,107,17.3,,3.3,0.175,Aboubacar Traore
0,0,0,0,-27.8,acc,-6.5,29.1,4,0,0.167,6,0.167,1,1.5,9,0.444,4,5,0,,16,-21.3,7.4,1,-0.1,3,-1.2,kasean-pryor-1,6,6,Guard,0,0,LOUISVILLE,0.667,4,0,0,18.4,5,0.292,8.9,1,2,0.5,1,35.5,,0,-0.075,Kasean Pryor
0,0,0,0,-27.8,acc,-6.5,29.1,4,0,0.167,6,0.167,1,1.5,9,0.444,4,5,0,,16,-21.3,7.4,1,-0.1,3,-1.2,kasean-pryor-1,6,6,Guard,0,0,LOUISVILLE,0.667,4,0,0,18.4,5,0.292,8.9,1,2,0.5,1,35.5,,0,-0.075,Kasean Pryor
0,0,4.5,1,-2,acc,3,12.2,3,0,1,1,1,1,5,5,0.8,4,4,0,,26,-5,8.7,2,0,4,11.4,frank-anselem-1,6,6,Center,2.2,1,LOUISVILLE,0,0,,0,10.6,5,0.889,47.1,3,1,1,1,12.4,,0.1,0.086,Frank Anselem
0,0,4.5,1,-2,acc,3,12.2,3,0,1,1,1,1,5,5,0.8,4,4,0,,26,-5,8.7,2,0,4,11.4,frank-anselem-1,6,6,Center,2.2,1,LOUISVILLE,0,0,,0,10.6,5,0.889,47.1,3,1,1,1,12.4,,0.1,0.086,Frank Anselem
19.5,53,1.8,10,1.6,acc,2.5,5.5,29,0.8,0.477,173,0.399,69,0.254,44,0.705,31,29,0,,563,-0.9,1.5,7,0.1,66,11.8,koren-johnson-1,196,197,Guard,3.5,34,LOUISVILLE,0.486,84,0.321,27,3.6,36,0.505,20.5,50,89,0.472,42,22.1,,0.9,0.062,Koren Johnson
19.5,53,1.8,10,1.6,acc,2.5,5.5,29,0.8,0.477,173,0.399,69,0.254,44,0.705,31,29,0,,563,-0.9,1.5,7,0.1,66,11.8,koren-johnson-1,196,197,Guard,3.5,34,LOUISVILLE,0.486,84,0.321,27,3.6,36,0.505,20.5,50,89,0.472,42,22.1,,0.9,0.062,Koren Johnson
0,0,0,0,-16.6,acc,-0.5,0,0,0,0,2,0,0,2,4,0.75,3,9,0,,10,-16.1,0,0,-0.1,1,-8.9,patrick-antonelli-1,3,3,Guard,5.8,1,LOUISVILLE,0,0,,0,0,0,0.385,43.5,3,2,0,0,34.4,,-0.1,-0.21,Patrick Antonelli
0,0,0,0,-16.6,acc,-0.5,0,0,0,0,2,0,0,2,4,0.75,3,9,0,,10,-16.1,0,0,-0.1,1,-8.9,patrick-antonelli-1,3,3,Guard,5.8,1,LOUISVILLE,0,0,,0,0,0,0.385,43.5,3,2,0,0,34.4,,-0.1,-0.21,Patrick Antonelli
0,0,0,0,-8.3,acc,-2.2,0,0,0,,0,,0,,0,,0,2,0,,3,-6.1,0,0,0,1,-6.1,cole-sherman-1,0,0,Guard,0,0,LOUISVILLE,,0,,0,0,0,,,0,0,,0,0,,0,0.023,Cole Sherman
0,0,0,0,-8.3,acc,-2.2,0,0,0,,0,,0,,0,,0,2,0,,3,-6.1,0,0,0,1,-6.1,cole-sherman-1,0,0,Guard,0,0,LOUISVILLE,,0,,0,0,0,,,0,0,,0,0,,0,0.023,Cole Sherman
54.9,1,0,0,-3.4,acc,-0.5,0,0,0,,0,,0,,2,1,2,2,0,,3,-3,0,0,0,1,47.6,aidan-mccool-1,2,2,Guard,0,0,LOUISVILLE,,0,,0,0,0,1.053,0,0,0,,0,17.6,,0,0.649,Aidan McCool
54.9,1,0,0,-3.4,acc,-0.5,0,0,0,,0,,0,,2,1,2,2,0,,3,-3,0,0,0,1,47.6,aidan-mccool-1,2,2,Guard,0,0,LOUISVILLE,,0,,0,0,0,1.053,0,0,0,,0,17.6,,0,0.649,Aidan McCool
0,0,0,0,1.6,acc,2.8,7,1,0,0.417,6,0.333,2,0,0,,0,10,0,,16,-1.2,0,0,0,1,5,spencer-legg-1,5,4,Forward,3.5,1,LOUISVILLE,0.333,2,0.5,1,3.4,1,0.417,14.3,1,4,0.25,1,20.8,,0,0.034,Spencer Legg
0,0,0,0,1.6,acc,2.8,7,1,0,0.417,6,0.333,2,0,0,,0,10,0,,16,-1.2,0,0,0,1,5,spencer-legg-1,5,4,Forward,3.5,1,LOUISVILLE,0.333,2,0.5,1,3.4,1,0.417,14.3,1,4,0.25,1,20.8,,0,0.034,Spencer Legg
28,107,3.5,24,1.2,big-12,0.2,13.8,84,0.6,0.524,191,0.471,90,0.267,51,0.725,37,31,30,,749,1,7.7,45,1.5,92,17,aly-khalifa-1,237,291,Forward,1.4,17,LOUISVILLE,0.298,57,0.351,20,10.8,129,0.551,20.4,55,134,0.522,70,19.6,,2.1,0.113,Aly Khalifa
28,107,3.5,24,1.2,big-12,0.2,13.8,84,0.6,0.524,191,0.471,90,0.267,51,0.725,37,31,30,,749,1,7.7,45,1.5,92,17,aly-khalifa-1,237,291,Forward,1.4,17,LOUISVILLE,0.298,57,0.351,20,10.8,129,0.551,20.4,55,134,0.522,70,19.6,,2.1,0.113,Aly Khalifa
18.1,68,1.1,7,4.6,coastal,2.4,15.9,96,1.1,0.542,212,0.5,106,0.42,89,0.798,71,31,18,,672,2.2,7.4,48,1.9,74,21.4,kobe-rodgers-1,301,310,Guard,3.3,39,LOUISVILLE,0.189,40,0.45,18,11.5,144,0.592,15.9,48,172,0.512,88,21.6,,2.9,0.175,Kobe Rodgers
18.1,68,1.1,7,4.6,coastal,2.4,15.9,96,1.1,0.542,212,0.5,106,0.42,89,0.798,71,31,18,,672,2.2,7.4,48,1.9,74,21.4,kobe-rodgers-1,301,310,Guard,3.3,39,LOUISVILLE,0.189,40,0.45,18,11.5,144,0.592,15.9,48,172,0.512,88,21.6,,2.9,0.175,Kobe Rodgers
11.9,36,0.5,3,4,big-east,1.2,6.4,36,0.6,0.559,195,0.415,81,0.092,18,0.611,11,31,7,,575,2.8,1.6,8,0.8,46,14.1,kam-jones-1,229,202,Guard,2.2,23,MARQUETTE,0.733,143,0.392,56,4.2,44,0.563,10.5,24,52,0.481,25,20,,1.4,0.1,Kameron Jones
11.9,36,0.5,3,4,big-east,1.2,6.4,36,0.6,0.559,195,0.415,81,0.092,18,0.611,11,31,7,,575,2.8,1.6,8,0.8,46,14.1,kam-jones-1,229,202,Guard,2.2,23,MARQUETTE,0.733,143,0.392,56,4.2,44,0.563,10.5,24,52,0.481,25,20,,1.4,0.1,Kameron Jones
6.1,7,3.6,8,0.6,big-east,0.1,9.7,21,0.2,0.483,88,0.386,34,0.114,10,0.5,5,32,0,,222,0.5,3.7,7,0,19,11,david-joplin-1,90,79,Forward,0.8,3,MARQUETTE,0.67,59,0.288,17,6.9,28,0.485,11.5,12,29,0.586,17,23.9,,0.2,0.045,David Joplin
6.1,7,3.6,8,0.6,big-east,0.1,9.7,21,0.2,0.483,88,0.386,34,0.114,10,0.5,5,32,0,,222,0.5,3.7,7,0,19,11,david-joplin-1,90,79,Forward,0.8,3,MARQUETTE,0.67,59,0.288,17,6.9,28,0.485,11.5,12,29,0.586,17,23.9,,0.2,0.045,David Joplin
15.3,30,0.9,3,1.6,big-east,3.7,10.4,35,0.5,0.521,72,0.472,34,0.347,25,0.56,14,32,0,,345,-2.1,3,9,0.2,44,11.8,stevie-mitchell-1,89,95,Guard,3.6,22,MARQUETTE,0.278,20,0.35,7,6.9,44,0.531,20,21,52,0.519,27,15.4,,0.8,0.09,Stevie Mitchell
15.3,30,0.9,3,1.6,big-east,3.7,10.4,35,0.5,0.521,72,0.472,34,0.347,25,0.56,14,32,0,,345,-2.1,3,9,0.2,44,11.8,stevie-mitchell-1,89,95,Guard,3.6,22,MARQUETTE,0.278,20,0.35,7,6.9,44,0.531,20,21,52,0.519,27,15.4,,0.8,0.09,Stevie Mitchell
7.4,27,1,5,3.2,big-east,3.5,9.6,47,1,0.53,132,0.455,60,0.265,35,0.771,27,36,0,,589,-0.2,2.9,14,0.7,67,13,chase-ross-1,167,158,Guard,3.9,40,MARQUETTE,0.47,62,0.323,20,6.2,61,0.562,13.4,23,70,0.571,40,15,,1.7,0.114,Chase Ross
7.4,27,1,5,3.2,big-east,3.5,9.6,47,1,0.53,132,0.455,60,0.265,35,0.771,27,36,0,,589,-0.2,2.9,14,0.7,67,13,chase-ross-1,167,158,Guard,3.9,40,MARQUETTE,0.47,62,0.323,20,6.2,61,0.562,13.4,23,70,0.571,40,15,,1.7,0.114,Chase Ross
4.7,8,7.1,18,2.1,big-east,1.5,7.6,18,0.4,0.524,83,0.434,36,0.157,13,0.692,9,36,0,,286,0.7,8,19,0.3,30,14.9,ben-gold-1,96,93,Forward,2.2,11,MARQUETTE,0.602,50,0.3,15,7.8,37,0.538,13.6,14,33,0.636,21,18.6,,0.8,0.106,Ben Gold
4.7,8,7.1,18,2.1,big-east,1.5,7.6,18,0.4,0.524,83,0.434,36,0.157,13,0.692,9,36,0,,286,0.7,8,19,0.3,30,14.9,ben-gold-1,96,93,Forward,2.2,11,MARQUETTE,0.602,50,0.3,15,7.8,37,0.538,13.6,14,33,0.636,21,18.6,,0.8,0.106,Ben Gold
4.4,12,3.2,13,3.7,big-east,1.9,9.9,40,0.8,0.494,158,0.411,65,0.158,25,0.64,16,33,0,,485,1.8,8,35,0.7,44,14.9,royce-parham-1,172,165,Forward,2.4,20,MARQUETTE,0.576,91,0.286,26,8.9,75,0.506,7.1,13,67,0.582,39,19.1,,1.5,0.124,Royce Parham
4.4,12,3.2,13,3.7,big-east,1.9,9.9,40,0.8,0.494,158,0.411,65,0.158,25,0.64,16,33,0,,485,1.8,8,35,0.7,44,14.9,royce-parham-1,172,165,Forward,2.4,20,MARQUETTE,0.576,91,0.286,26,8.9,75,0.506,7.1,13,67,0.582,39,19.1,,1.5,0.124,Royce Parham
4.5,9,1.2,3,0.4,big-east,1.9,11.7,30,0.4,0.418,49,0.327,16,0.286,14,0.643,9,31,0,,295,-1.5,5.2,13,0,27,6.7,zaide-lowery-1,50,56,Forward,1.8,9,MARQUETTE,0.592,29,0.31,9,8.5,43,0.449,15.2,10,20,0.35,7,11.4,,0.4,0.061,Zaide Lowery
4.5,9,1.2,3,0.4,big-east,1.9,11.7,30,0.4,0.418,49,0.327,16,0.286,14,0.643,9,31,0,,295,-1.5,5.2,13,0,27,6.7,zaide-lowery-1,50,56,Forward,1.8,9,MARQUETTE,0.592,29,0.31,9,8.5,43,0.449,15.2,10,20,0.35,7,11.4,,0.4,0.061,Zaide Lowery
8.7,15,2.1,5,0.7,big-east,2,9.3,22,0.4,0.428,69,0.348,24,0.319,22,0.909,20,29,0,,284,-1.2,5.1,13,0.1,27,9.8,damarius-owens-1,79,83,Forward,2.1,10,MARQUETTE,0.449,31,0.355,11,7.1,35,0.497,18.5,18,38,0.342,13,17.4,,0.5,0.077,Damarius Owens
8.7,15,2.1,5,0.7,big-east,2,9.3,22,0.4,0.428,69,0.348,24,0.319,22,0.909,20,29,0,,284,-1.2,5.1,13,0.1,27,9.8,damarius-owens-1,79,83,Forward,2.1,10,MARQUETTE,0.449,31,0.355,11,7.1,35,0.497,18.5,18,38,0.342,13,17.4,,0.5,0.077,Damarius Owens
7.7,15,1.2,3,0.5,big-east,2.9,11.7,31,0.5,0.426,74,0.378,28,0.122,9,0.556,5,34,0,,306,-2.4,4.3,11,0,36,8.1,tre-norman-1,68,72,Guard,2.6,14,MARQUETTE,0.5,37,0.189,7,8,42,0.434,12.3,11,37,0.568,21,14.9,,0.5,0.063,Tre Norman
7.7,15,1.2,3,0.5,big-east,2.9,11.7,31,0.5,0.426,74,0.378,28,0.122,9,0.556,5,34,0,,306,-2.4,4.3,11,0,36,8.1,tre-norman-1,68,72,Guard,2.6,14,MARQUETTE,0.5,37,0.189,7,8,42,0.434,12.3,11,37,0.568,21,14.9,,0.5,0.063,Tre Norman
15.5,17,4.6,7,-1.8,big-east,1.5,11.1,17,0.3,0.386,44,0.386,17,0.432,19,0.526,10,28,0,,183,-3.3,11.5,19,0,25,10.7,caedin-hamilton-1,44,59,Forward,1.3,4,MARQUETTE,0.159,7,0,0,11.3,36,0.415,18.5,12,37,0.459,17,18,,0.3,0.071,Caedin Hamilton
15.5,17,4.6,7,-1.8,big-east,1.5,11.1,17,0.3,0.386,44,0.386,17,0.432,19,0.526,10,28,0,,183,-3.3,11.5,19,0,25,10.7,caedin-hamilton-1,44,59,Forward,1.3,4,MARQUETTE,0.159,7,0,0,11.3,36,0.415,18.5,12,37,0.459,17,18,,0.3,0.071,Caedin Hamilton
10.6,1,0,0,-28.3,big-east,-4.7,8.9,1,0,0,6,0,0,0,0,,0,9,0,,13,-23.5,9.1,1,-0.1,2,-19.7,casey-omalley-1,0,1,Guard,4.4,1,MARQUETTE,0.5,3,0,0,9,2,0,25,2,3,0,0,31.5,,-0.1,-0.358,Casey O'Malley
10.6,1,0,0,-28.3,big-east,-4.7,8.9,1,0,0,6,0,0,0,0,,0,9,0,,13,-23.5,9.1,1,-0.1,2,-19.7,casey-omalley-1,0,1,Guard,4.4,1,MARQUETTE,0.5,3,0,0,9,2,0,25,2,3,0,0,31.5,,-0.1,-0.358,Casey O'Malley
0,0,0,0,-27.5,big-east,-10.1,12,1,0,0.167,6,0.167,1,0,0,,0,5,0,,10,-17.4,11.1,1,-0.1,0,-6,jack-anderson-4,2,2,Guard,0,0,MARQUETTE,0.167,1,0,0,11.5,2,0.167,0,0,5,0.2,1,30.4,,0,-0.167,Jack Anderson
0,0,0,0,-27.5,big-east,-10.1,12,1,0,0.167,6,0.167,1,0,0,,0,5,0,,10,-17.4,11.1,1,-0.1,0,-6,jack-anderson-4,2,2,Guard,0,0,MARQUETTE,0.167,1,0,0,11.5,2,0.167,0,0,5,0.2,1,30.4,,0,-0.167,Jack Anderson
0,0,0,0,-34.8,big-east,-8.2,17,1,0,0,2,0,0,0,0,,0,4,0,,6,-26.6,0,0,-0.1,1,-24.6,cameron-brown-2,0,0,Guard,0,0,MARQUETTE,0.5,1,0,0,9.1,1,0,33.3,1,1,0,0,25.3,,-0.1,-0.368,Cameron Brown
0,0,0,0,-34.8,big-east,-8.2,17,1,0,0,2,0,0,0,0,,0,4,0,,6,-26.6,0,0,-0.1,1,-24.6,cameron-brown-2,0,0,Guard,0,0,MARQUETTE,0.5,1,0,0,9.1,1,0,33.3,1,1,0,0,25.3,,-0.1,-0.368,Cameron Brown
0,0,0,0,-13.9,big-east,-4.3,0,0,0,0,1,0,0,0,0,,0,5,0,,5,-9.5,0,0,0,0,-8.9,jake-ciardo-1,0,0,Guard,0,0,MARQUETTE,0,0,,0,0,0,0,0,0,1,0,0,10.3,,0,-0.133,Jake Ciardo
0,0,0,0,-13.9,big-east,-4.3,0,0,0,0,1,0,0,0,0,,0,5,0,,5,-9.5,0,0,0,0,-8.9,jake-ciardo-1,0,0,Guard,0,0,MARQUETTE,0,0,,0,0,0,0,0,0,1,0,0,10.3,,0,-0.133,Jake Ciardo
20.9,1,0,0,3,big-east,-1.3,30.1,2,0,0.333,3,0.333,1,0,0,,0,8,0,,8,4.3,30.2,2,0,0,21.2,jonah-lucas-1,2,4,Guard,0,0,MARQUETTE,0.667,2,0,0,30.1,4,0.333,0,0,1,1,1,19.3,,0,0.171,Jonah Lucas
20.9,1,0,0,3,big-east,-1.3,30.1,2,0,0.333,3,0.333,1,0,0,,0,8,0,,8,4.3,30.2,2,0,0,21.2,jonah-lucas-1,2,4,Guard,0,0,MARQUETTE,0.667,2,0,0,30.1,4,0.333,0,0,1,1,1,19.3,,0,0.171,Jonah Lucas
13.4,4,6.9,3,-1.6,big-east,2.2,6.7,3,0.1,0.667,12,0.667,8,0.333,4,0.25,1,14,0,,52,-3.9,6.8,3,0.1,12,12.6,al-amadou-1,17,17,Forward,0,0,MARQUETTE,0.083,1,0,0,6.8,6,0.612,17.8,3,11,0.727,8,16.7,,0.1,0.107,Al Amadou
13.4,4,6.9,3,-1.6,big-east,2.2,6.7,3,0.1,0.667,12,0.667,8,0.333,4,0.25,1,14,0,,52,-3.9,6.8,3,0.1,12,12.6,al-amadou-1,17,17,Forward,0,0,MARQUETTE,0.083,1,0,0,6.8,6,0.612,17.8,3,11,0.727,8,16.7,,0.1,0.107,Al Amadou
14.1,35,0,0,-1,big-east,0.6,6.9,23,0.4,0.481,103,0.417,43,0.32,33,0.636,21,33,0,,403,-1.7,1.2,4,0.2,34,9.5,sean-jones-3,120,122,Guard,2.3,16,MARQUETTE,0.398,41,0.317,13,4,27,0.506,18.5,27,62,0.484,30,18.6,,0.6,0.061,Sean Jones
14.1,35,0,0,-1,big-east,0.6,6.9,23,0.4,0.481,103,0.417,43,0.32,33,0.636,21,33,0,,403,-1.7,1.2,4,0.2,34,9.5,sean-jones-3,120,122,Guard,2.3,16,MARQUETTE,0.398,41,0.317,13,4,27,0.506,18.5,27,62,0.484,30,18.6,,0.6,0.061,Sean Jones
11.7,62,3.7,35,9.1,big-ten,4.2,24.7,219,2.6,0.535,361,0.529,191,0.548,198,0.768,152,33,33,,994,4.8,9.2,78,2.8,71,24.7,derik-queen-1,538,530,Center,2.1,37,MARYLAND,0.078,28,0.143,4,17.1,297,0.591,14.5,77,333,0.562,187,26.4,,5.4,0.219,Derik Queen
11.7,62,3.7,35,9.1,big-ten,4.2,24.7,219,2.6,0.535,361,0.529,191,0.548,198,0.768,152,33,33,,994,4.8,9.2,78,2.8,71,24.7,derik-queen-1,538,530,Center,2.1,37,MARYLAND,0.078,28,0.143,4,17.1,297,0.591,14.5,77,333,0.562,187,26.4,,5.4,0.219,Derik Queen
28.2,106,1.6,11,1.4,big-ten,1.3,9.6,59,1,0.498,260,0.454,118,0.254,66,0.712,47,32,8,,710,0.1,1.4,8,1.1,67,18.6,jakobi-gillespie-1,306,326,Guard,4,49,MARYLAND,0.3,78,0.295,23,5.6,67,0.525,16.6,58,182,0.522,95,25.5,,2.2,0.122,Ja'Kobi Gillespie
28.2,106,1.6,11,1.4,big-ten,1.3,9.6,59,1,0.498,260,0.454,118,0.254,66,0.712,47,32,8,,710,0.1,1.4,8,1.1,67,18.6,jakobi-gillespie-1,306,326,Guard,4,49,MARYLAND,0.3,78,0.295,23,5.6,67,0.525,16.6,58,182,0.522,95,25.5,,2.2,0.122,Ja'Kobi Gillespie
7.6,7,1.3,2,1.4,big-ten,0.7,18.2,25,0.2,0.438,56,0.321,18,0.214,12,0.833,10,8,0,,161,0.7,0.8,1,0.1,7,13.1,rodney-rice-2,59,53,Guard,2.2,6,MARYLAND,0.696,39,0.333,13,9.7,26,0.478,8.9,6,17,0.294,5,22.4,,0.3,0.077,Rodney Rice
7.6,7,1.3,2,1.4,big-ten,0.7,18.2,25,0.2,0.438,56,0.321,18,0.214,12,0.833,10,8,0,,161,0.7,0.8,1,0.1,7,13.1,rodney-rice-2,59,53,Guard,2.2,6,MARYLAND,0.696,39,0.333,13,9.7,26,0.478,8.9,6,17,0.294,5,22.4,,0.3,0.077,Rodney Rice
4.7,13,4.5,23,0.2,big-ten,0.7,14.7,73,0.6,0.48,147,0.456,67,0.347,51,0.804,41,32,1,,565,-0.5,14.2,69,0.8,84,15.8,julian-reese-1,182,200,Forward,1.5,14,MARYLAND,0.156,23,0.304,7,14.4,142,0.531,18.6,39,124,0.484,60,19.3,,1.4,0.1,Julian Reese
4.7,13,4.5,23,0.2,big-ten,0.7,14.7,73,0.6,0.48,147,0.456,67,0.347,51,0.804,41,32,1,,565,-0.5,14.2,69,0.8,84,15.8,julian-reese-1,182,200,Forward,1.5,14,MARYLAND,0.156,23,0.304,7,14.4,142,0.531,18.6,39,124,0.484,60,19.3,,1.4,0.1,Julian Reese
17,64,0.6,4,-3,big-ten,0.5,10.5,66,0.6,0.377,212,0.33,70,0.33,70,0.686,48,29,22,,797,-3.5,3.4,23,-0.7,68,6.4,selton-miguel-1,208,221,Guard,2,26,MARYLAND,0.42,89,0.225,20,6.8,89,0.424,22.7,72,123,0.407,50,20.8,,-0.1,-0.006,Selton Miguel
17,64,0.6,4,-3,big-ten,0.5,10.5,66,0.6,0.377,212,0.33,70,0.33,70,0.686,48,29,22,,797,-3.5,3.4,23,-0.7,68,6.4,selton-miguel-1,208,221,Guard,2,26,MARYLAND,0.42,89,0.225,20,6.8,89,0.424,22.7,72,123,0.407,50,20.8,,-0.1,-0.006,Selton Miguel
4,8,6.3,20,-4.8,big-ten,1.1,14.7,48,0.6,0.367,109,0.312,34,0.367,40,0.575,23,30,0,,372,-5.9,4.3,15,-0.5,39,6.4,tafara-gapare-1,103,97,Forward,2.1,14,MARYLAND,0.413,45,0.267,12,9.3,63,0.402,20.5,33,64,0.344,22,20.7,,0.1,0.008,Tafara Gapare
4,8,6.3,20,-4.8,big-ten,1.1,14.7,48,0.6,0.367,109,0.312,34,0.367,40,0.575,23,30,0,,372,-5.9,4.3,15,-0.5,39,6.4,tafara-gapare-1,103,97,Forward,2.1,14,MARYLAND,0.413,45,0.267,12,9.3,63,0.402,20.5,33,64,0.344,22,20.7,,0.1,0.008,Tafara Gapare
15.3,72,0.4,4,-0.2,big-ten,2.3,12.7,104,1.6,0.406,239,0.368,88,0.339,81,0.58,47,33,30,,973,-2.4,4.2,37,-0.1,86,8.7,deshawn-harris-smith-2,241,260,Guard,1.9,31,MARYLAND,0.372,89,0.202,18,8.3,141,0.434,16.5,55,150,0.467,70,17.5,,1.5,0.061,DeShawn Harris-Smith
15.3,72,0.4,4,-0.2,big-ten,2.3,12.7,104,1.6,0.406,239,0.368,88,0.339,81,0.58,47,33,30,,973,-2.4,4.2,37,-0.1,86,8.7,deshawn-harris-smith-2,241,260,Guard,1.9,31,MARYLAND,0.372,89,0.202,18,8.3,141,0.434,16.5,55,150,0.467,70,17.5,,1.5,0.061,DeShawn Harris-Smith
6.2,5,1.4,2,2.3,big-ten,2.6,17.2,25,0.2,0.568,37,0.514,19,0.486,18,0.278,5,21,0,,170,-0.3,8.2,12,0.1,22,11.9,jordan-geronimo-1,47,46,Forward,2.1,6,MARYLAND,0.27,10,0.4,4,12.7,37,0.516,18,10,27,0.556,15,17.1,,0.3,0.075,Jordan Geronimo
