assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
6.7,28,3.9,32,9.9,sec,2.2,13.7,115,1.5,0.579,342,0.541,185,0.365,125,0.744,93,32,32,,923,7.7,13.8,104,3.7,78,26.2,asa-newell-1,489,463,Forward,2.1,33,GEORGIA,0.254,87,0.299,26,13.7,219,0.609,7.6,33,255,0.624,159,23.5,,5.1,0.223,Asa Newell
17,92,1.6,16,2.9,sec,3.5,13.3,126,1.4,0.462,264,0.424,112,0.617,163,0.706,115,37,36,,1028,-0.5,1.7,16,0.9,89,14.1,silas-demary-jr-2,359,368,Guard,2.9,52,GEORGIA,0.25,66,0.303,20,7.5,142,0.526,17.2,71,198,0.465,92,19.9,,2.3,0.09,Silas Demary Jr.
17,92,1.6,16,2.9,sec,3.5,13.3,126,1.4,0.462,264,0.424,112,0.617,163,0.706,115,37,36,,1028,-0.5,1.7,16,0.9,89,14.1,silas-demary-jr-2,359,368,Guard,2.9,52,GEORGIA,0.25,66,0.303,20,7.5,142,0.526,17.2,71,198,0.465,92,19.9,,2.3,0.09,Silas Demary Jr.
7.5,29,0.9,7,2.9,sec,2.3,11.3,80,0.8,0.502,255,0.404,103,0.106,27,0.667,18,37,9,,770,0.6,2,14,0.7,56,12.3,blue-cain-2,274,246,Guard,2.2,30,GEORGIA,0.561,143,0.35,50,6.7,94,0.512,9.2,27,112,0.473,53,19,,1.5,0.077,Blue Cain
7.5,29,0.9,7,2.9,sec,2.3,11.3,80,0.8,0.502,255,0.404,103,0.106,27,0.667,18,37,9,,770,0.6,2,14,0.7,56,12.3,blue-cain-2,274,246,Guard,2.2,30,GEORGIA,0.561,143,0.35,50,6.7,94,0.512,9.2,27,112,0.473,53,19,,1.5,0.077,Blue Cain
9.1,9,3.6,7,-4.2,sec,0.1,10,18,0.3,0.579,38,0.447,17,0.211,8,0.625,5,11,0,,205,-4.3,1.7,3,-0.1,20,6.6,dakota-leffew-1,49,45,Guard,0.9,3,GEORGIA,0.711,27,0.37,10,6,21,0.586,34.5,22,11,0.636,7,16.9,,0.2,0.035,Dakota Leffew
9.1,9,3.6,7,-4.2,sec,0.1,10,18,0.3,0.579,38,0.447,17,0.211,8,0.625,5,11,0,,205,-4.3,1.7,3,-0.1,20,6.6,dakota-leffew-1,49,45,Guard,0.9,3,GEORGIA,0.711,27,0.37,10,6,21,0.586,34.5,22,11,0.636,7,16.9,,0.2,0.035,Dakota Leffew
19.6,9,0,0,1.1,sec,2.3,13.3,10,0.1,0.5,18,0.5,9,0.167,3,0.667,2,7,5,,90,-1.2,7.6,6,0.1,5,14.1,tyrin-lawrence-1,20,25,Guard,2.6,4,GEORGIA,0.333,6,0,0,10.4,16,0.515,20.5,5,12,0.75,9,13.7,,0.2,0.092,Tyrin Lawrence
19.6,9,0,0,1.1,sec,2.3,13.3,10,0.1,0.5,18,0.5,9,0.167,3,0.667,2,7,5,,90,-1.2,7.6,6,0.1,5,14.1,tyrin-lawrence-1,20,25,Guard,2.6,4,GEORGIA,0.333,6,0,0,10.4,16,0.515,20.5,5,12,0.75,9,13.7,,0.2,0.092,Tyrin Lawrence
6.9,11,6.4,17,1.9,sec,3.3,16.7,47,0.6,0.618,72,0.597,43,0.361,26,0.654,17,33,1,,310,-1.4,9,22,0.4,50,16.2,rj-godfrey-1,106,105,Forward,1.5,8,GEORGIA,0.125,9,0.333,3,13.1,69,0.628,22.9,25,63,0.635,40,18.8,,1,0.132,RJ Godfrey
6.9,11,6.4,17,1.9,sec,3.3,16.7,47,0.6,0.618,72,0.597,43,0.361,26,0.654,17,33,1,,310,-1.4,9,22,0.4,50,16.2,rj-godfrey-1,106,105,Forward,1.5,8,GEORGIA,0.125,9,0.333,3,13.1,69,0.628,22.9,25,63,0.635,40,18.8,,1,0.132,RJ Godfrey
7.1,17,13,51,3.9,sec,4.8,20.5,83,0.9,0.624,85,0.624,53,0.918,78,0.474,37,32,0,,446,-0.8,11,40,0.4,66,17.7,somto-cyril-1,143,147,Center,0.8,6,GEORGIA,0.012,1,0,0,16,123,0.586,22.3,35,84,0.631,53,17.6,,1.4,0.122,Somto Cyril
7.1,17,13,51,3.9,sec,4.8,20.5,83,0.9,0.624,85,0.624,53,0.918,78,0.474,37,32,0,,446,-0.8,11,40,0.4,66,17.7,somto-cyril-1,143,147,Center,0.8,6,GEORGIA,0.012,1,0,0,16,123,0.586,22.3,35,84,0.631,53,17.6,,1.4,0.122,Somto Cyril
14.4,64,2.6,22,0.7,sec,0.7,11.5,89,1.5,0.586,290,0.538,156,0.393,114,0.728,83,32,10,,888,0,3.2,23,1.4,67,19.4,deshayne-montgomery-1,423,394,Guard,3.5,54,GEORGIA,0.234,68,0.412,28,7.6,112,0.615,20.7,90,222,0.577,128,24.8,,2.9,0.131,De'Shayne Montgomery
14.4,64,2.6,22,0.7,sec,0.7,11.5,89,1.5,0.586,290,0.538,156,0.393,114,0.728,83,32,10,,888,0,3.2,23,1.4,67,19.4,deshayne-montgomery-1,423,394,Guard,3.5,54,GEORGIA,0.234,68,0.412,28,7.6,112,0.615,20.7,90,222,0.577,128,24.8,,2.9,0.131,De'Shayne Montgomery
7.2,12,4.2,13,2.4,sec,2.3,13.2,39,0.4,0.554,74,0.473,35,0.176,13,0.462,6,22,8,,319,0.1,6.5,19,0.2,25,12.3,dylan-james-2,88,89,Forward,1.2,7,GEORGIA,0.419,31,0.387,12,9.9,58,0.549,18.3,18,43,0.535,23,15.2,,0.6,0.072,Dylan James
7.2,12,4.2,13,2.4,sec,2.3,13.2,39,0.4,0.554,74,0.473,35,0.176,13,0.462,6,22,8,,319,0.1,6.5,19,0.2,25,12.3,dylan-james-2,88,89,Forward,1.2,7,GEORGIA,0.419,31,0.387,12,9.9,58,0.549,18.3,18,43,0.535,23,15.2,,0.6,0.072,Dylan James
10.3,38,11,70,3.5,sec,2.8,19.4,127,1.7,0.609,142,0.606,86,0.472,67,0.388,26,32,23,,719,0.7,9.8,61,1.3,38,20.2,justin-abson-1,199,216,Forward,0.6,7,GEORGIA,0.014,2,0.5,1,14.7,188,0.572,14.3,29,140,0.607,85,14.8,,2.9,0.164,Justin Abson
10.3,38,11,70,3.5,sec,2.8,19.4,127,1.7,0.609,142,0.606,86,0.472,67,0.388,26,32,23,,719,0.7,9.8,61,1.3,38,20.2,justin-abson-1,199,216,Forward,0.6,7,GEORGIA,0.014,2,0.5,1,14.7,188,0.572,14.3,29,140,0.607,85,14.8,,2.9,0.164,Justin Abson
12.5,4,0,0,-0.9,sec,1.6,18,9,0.1,0.5,12,0.333,4,1.417,17,0.647,11,8,0,,55,-2.5,0,0,0,3,13,savo-drezgic-1,23,22,Guard,3.2,3,GEORGIA,0.75,9,0.444,4,9.5,9,0.573,25.9,7,3,0,0,24.6,,0.1,0.094,Savo Drezgic
12.5,4,0,0,-0.9,sec,1.6,18,9,0.1,0.5,12,0.333,4,1.417,17,0.647,11,8,0,,55,-2.5,0,0,0,3,13,savo-drezgic-1,23,22,Guard,3.2,3,GEORGIA,0.75,9,0.444,4,9.5,9,0.573,25.9,7,3,0,0,24.6,,0.1,0.094,Savo Drezgic
0,0,0,0,-8.2,sec,7.1,30.9,2,0,,0,,0,,2,1,2,3,0,,7,-15.3,0,0,0,2,6.2,jaden-newell-1,2,2,Forward,8.1,1,GEORGIA,,0,,0,15.6,2,1.053,67.8,2,0,,0,20.9,,0,0.017,Jaden Newell
0,0,0,0,-8.2,sec,7.1,30.9,2,0,,0,,0,,2,1,2,3,0,,7,-15.3,0,0,0,2,6.2,jaden-newell-1,2,2,Forward,8.1,1,GEORGIA,,0,,0,15.6,2,1.053,67.8,2,0,,0,20.9,,0,0.017,Jaden Newell
0,0,0,0,-17.5,sec,-5,0,0,0,0,1,0,0,0,0,,0,3,0,,5,-12.6,0,0,0,0,-8.5,brandon-klatsky-1,0,0,Guard,0,0,GEORGIA,1,1,0,0,0,0,0,0,0,0,,0,9.9,,0,-0.138,Brandon Klatsky
0,0,0,0,-17.5,sec,-5,0,0,0,0,1,0,0,0,0,,0,3,0,,5,-12.6,0,0,0,0,-8.5,brandon-klatsky-1,0,0,Guard,0,0,GEORGIA,1,1,0,0,0,0,0,0,0,0,,0,9.9,,0,-0.138,Brandon Klatsky
8.1,9,1.6,4,-2,wcc,-1.1,23.2,50,0.2,0.602,88,0.602,53,0.466,41,0.683,28,12,7,,256,-1,6.7,15,0.6,43,20.6,graham-ike-1,134,120,Forward,1.3,6,GONZAGA,0.011,1,0,0,14.8,65,0.623,18.3,24,87,0.609,53,26.4,,0.8,0.128,Graham Ike
8.1,9,1.6,4,-2,wcc,-1.1,23.2,50,0.2,0.602,88,0.602,53,0.466,41,0.683,28,12,7,,256,-1,6.7,15,0.6,43,20.6,graham-ike-1,134,120,Forward,1.3,6,GONZAGA,0.011,1,0,0,14.8,65,0.623,18.3,24,87,0.609,53,26.4,,0.8,0.128,Graham Ike
9.3,13,0,0,-3.1,wcc,2.1,11,25,0.4,0.42,75,0.333,25,0.187,14,0.643,9,24,0,,264,-5.2,0,0,-0.2,32,5.8,khalif-battle-1,72,67,Guard,2.3,10,GONZAGA,0.573,43,0.302,13,5.8,25,0.441,18.1,18,32,0.375,12,20.7,,0.3,0.039,Khalif Battle
9.3,13,0,0,-3.1,wcc,2.1,11,25,0.4,0.42,75,0.333,25,0.187,14,0.643,9,24,0,,264,-5.2,0,0,-0.2,32,5.8,khalif-battle-1,72,67,Guard,2.3,10,GONZAGA,0.573,43,0.302,13,5.8,25,0.441,18.1,18,32,0.375,12,20.7,,0.3,0.039,Khalif Battle
10.6,41,1.2,7,4,wcc,3.1,7.9,46,1.1,0.528,144,0.444,64,0.104,15,0.667,10,32,0,,551,0.9,0.7,3,0.6,29,11.7,nolan-hickman-1,162,155,Guard,2,20,GONZAGA,0.542,78,0.308,24,4.7,49,0.536,13.2,23,66,0.606,40,15.2,,1.8,0.128,Nolan Hickman
10.6,41,1.2,7,4,wcc,3.1,7.9,46,1.1,0.528,144,0.444,64,0.104,15,0.667,10,32,0,,551,0.9,0.7,3,0.6,29,11.7,nolan-hickman-1,162,155,Guard,2,20,GONZAGA,0.542,78,0.308,24,4.7,49,0.536,13.2,23,66,0.606,40,15.2,,1.8,0.128,Nolan Hickman
7.5,18,5.2,24,7.9,wcc,1.3,16.1,73,0.9,0.646,229,0.598,137,0.245,56,0.554,31,35,0,,471,6.6,12.2,46,2.3,62,31.8,braden-huff-1,327,280,Forward,1.1,9,GONZAGA,0.284,65,0.338,22,14.3,119,0.64,5.2,14,164,0.701,115,28.4,,3.2,0.269,Braden Huff
7.5,18,5.2,24,7.9,wcc,1.3,16.1,73,0.9,0.646,229,0.598,137,0.245,56,0.554,31,35,0,,471,6.6,12.2,46,2.3,62,31.8,braden-huff-1,327,280,Forward,1.1,9,GONZAGA,0.284,65,0.338,22,14.3,119,0.64,5.2,14,164,0.701,115,28.4,,3.2,0.269,Braden Huff
24.8,119,0.1,1,0.3,wcc,1.5,8.5,79,1.4,0.461,285,0.404,115,0.196,56,0.732,41,27,27,,939,-1.1,0.8,6,0.2,56,11.1,ryan-nembhard-1,304,323,Guard,2.1,34,GONZAGA,0.372,106,0.311,33,5,85,0.488,21.4,85,179,0.458,82,21.7,,1.6,0.069,Ryan Nembhard
24.8,119,0.1,1,0.3,wcc,1.5,8.5,79,1.4,0.461,285,0.404,115,0.196,56,0.732,41,27,27,,939,-1.1,0.8,6,0.2,56,11.1,ryan-nembhard-1,304,323,Guard,2.1,34,GONZAGA,0.372,106,0.311,33,5,85,0.488,21.4,85,179,0.458,82,21.7,,1.6,0.069,Ryan Nembhard
2.6,1,5.4,3,-6.6,wcc,1,29.9,15,0.1,0.471,17,0.412,7,0.176,3,0.333,1,18,0,,55,-7.7,7.1,3,-0.1,14,4.6,ben-gregg-1,17,16,Forward,0,0,GONZAGA,0.471,8,0.25,2,19.5,18,0.461,27.5,7,9,0.556,5,22.1,,0,0.032,Ben Gregg
2.6,1,5.4,3,-6.6,wcc,1,29.9,15,0.1,0.471,17,0.412,7,0.176,3,0.333,1,18,0,,55,-7.7,7.1,3,-0.1,14,4.6,ben-gregg-1,17,16,Forward,0,0,GONZAGA,0.471,8,0.25,2,19.5,18,0.461,27.5,7,9,0.556,5,22.1,,0,0.032,Ben Gregg
11.5,63,1.4,16,2.5,wcc,-0.5,27.6,250,1.4,0.511,441,0.467,206,0.374,165,0.709,117,33,33,,1145,3.1,7.6,76,2.5,83,21.1,michael-ajayi-1,568,546,Guard,1.6,31,GONZAGA,0.188,83,0.47,39,17.1,326,0.547,11.4,67,358,0.466,167,26.1,,3.9,0.138,Michael Ajayi
11.5,63,1.4,16,2.5,wcc,-0.5,27.6,250,1.4,0.511,441,0.467,206,0.374,165,0.709,117,33,33,,1145,3.1,7.6,76,2.5,83,21.1,michael-ajayi-1,568,546,Guard,1.6,31,GONZAGA,0.188,83,0.47,39,17.1,326,0.547,11.4,67,358,0.466,167,26.1,,3.9,0.138,Michael Ajayi
6.4,39,2.2,18,3.5,wcc,2.5,10.6,84,1.2,0.493,140,0.371,52,0.264,37,0.811,30,35,15,,823,1,4.7,31,0.8,62,9.6,dusty-stromer-2,168,181,Guard,1.5,21,GONZAGA,0.679,95,0.358,34,7.9,115,0.533,16,30,45,0.4,18,11.3,,2.1,0.101,Dusty Stromer
6.4,39,2.2,18,3.5,wcc,2.5,10.6,84,1.2,0.493,140,0.371,52,0.264,37,0.811,30,35,15,,823,1,4.7,31,0.8,62,9.6,dusty-stromer-2,168,181,Guard,1.5,21,GONZAGA,0.679,95,0.358,34,7.9,115,0.533,16,30,45,0.4,18,11.3,,2.1,0.101,Dusty Stromer
15.4,103,0.8,8,0.6,wcc,1.6,19.9,188,2.2,0.465,202,0.406,82,0.272,55,0.8,44,35,33,,1109,-1,3.6,35,0.7,88,12.2,emmanuel-innocenti-1,232,267,Forward,3.1,59,GONZAGA,0.386,78,0.308,24,11.7,223,0.508,21.1,61,124,0.468,58,13.1,,2.9,0.103,Emmanuel Innocenti
15.4,103,0.8,8,0.6,wcc,1.6,19.9,188,2.2,0.465,202,0.406,82,0.272,55,0.8,44,35,33,,1109,-1,3.6,35,0.7,88,12.2,emmanuel-innocenti-1,232,267,Forward,3.1,59,GONZAGA,0.386,78,0.308,24,11.7,223,0.508,21.1,61,124,0.468,58,13.1,,2.9,0.103,Emmanuel Innocenti
0,0,7.6,4,7.7,wcc,7.4,19.9,11,0.2,0.846,13,0.846,11,0.923,12,0.833,10,9,0,,60,0.3,9.9,5,0.2,16,26.4,ismaila-diagne-1,32,26,Center,4.7,5,GONZAGA,0,0,,0,15.1,16,0.856,24.3,6,13,0.846,11,20.2,,0.4,0.25,Ismaila Diagne
0,0,7.6,4,7.7,wcc,7.4,19.9,11,0.2,0.846,13,0.846,11,0.923,12,0.833,10,9,0,,60,0.3,9.9,5,0.2,16,26.4,ismaila-diagne-1,32,26,Center,4.7,5,GONZAGA,0,0,,0,15.1,16,0.856,24.3,6,13,0.846,11,20.2,,0.4,0.25,Ismaila Diagne
5.1,6,2.9,5,-3.8,wcc,0,12.6,21,0.3,0.467,46,0.435,20,0.457,21,0.667,14,25,1,,173,-3.8,7.2,10,0.2,25,11.4,jun-seok-yeo-1,57,57,Forward,0.7,2,GONZAGA,0.478,22,0.136,3,10.2,31,0.509,12.5,8,24,0.708,17,18.4,,0.5,0.11,Jun Seok Yeo
5.1,6,2.9,5,-3.8,wcc,0,12.6,21,0.3,0.467,46,0.435,20,0.457,21,0.667,14,25,1,,173,-3.8,7.2,10,0.2,25,11.4,jun-seok-yeo-1,57,57,Forward,0.7,2,GONZAGA,0.478,22,0.136,3,10.2,31,0.509,12.5,8,24,0.708,17,18.4,,0.5,0.11,Jun Seok Yeo
23.3,4,0,0,-13.3,wcc,-2.2,31.7,7,0.1,0,9,0,0,0.222,2,0.5,1,13,0,,21,-11.2,11.5,2,-0.1,2,-2,joe-few-1,1,5,Guard,0,0,GONZAGA,0.444,4,0,0,22.8,9,0.05,0,0,5,0,0,22.8,,0,-0.05,Joe Few
23.3,4,0,0,-13.3,wcc,-2.2,31.7,7,0.1,0,9,0,0,0.222,2,0.5,1,13,0,,21,-11.2,11.5,2,-0.1,2,-2,joe-few-1,1,5,Guard,0,0,GONZAGA,0.444,4,0,0,22.8,9,0.05,0,0,5,0,0,22.8,,0,-0.05,Joe Few
0,0,0,0,7.5,wcc,4.4,21.7,2,0,0.417,6,0.333,2,0,0,,0,4,0,,10,3.1,23.6,2,0,0,24,joaquim-arauzmoore-1,5,5,Guard,5.7,1,GONZAGA,0.5,3,0.333,1,22.6,4,0.417,0,0,3,0.333,1,29.5,,0,0.191,Joaquim ArauzMoore
0,0,0,0,7.5,wcc,4.4,21.7,2,0,0.417,6,0.333,2,0,0,,0,4,0,,10,3.1,23.6,2,0,0,24,joaquim-arauzmoore-1,5,5,Guard,5.7,1,GONZAGA,0.5,3,0.333,1,22.6,4,0.417,0,0,3,0.333,1,29.5,,0,0.191,Joaquim ArauzMoore
0,0,0,0,-7.8,wcc,2.3,36.2,3,0,0,1,0,0,0,0,,0,3,0,,9,-10.1,0,0,0,2,-2.8,noah-haaland-1,0,0,Forward,0,0,GONZAGA,1,1,0,0,18.9,3,0,0,0,0,,0,5.5,,0,0.02,Noah Haaland
0,0,0,0,-7.8,wcc,2.3,36.2,3,0,0,1,0,0,0,0,,0,3,0,,9,-10.1,0,0,0,2,-2.8,noah-haaland-1,0,0,Forward,0,0,GONZAGA,1,1,0,0,18.9,3,0,0,0,0,,0,5.5,,0,0.02,Noah Haaland
22.6,155,0.2,2,0.5,patriot,-0.5,13.2,124,1.4,0.542,287,0.481,138,0.401,115,0.826,95,35,35,,1105,1,1.3,11,2.7,49,18.2,braeden-smith-1,406,438,Guard,2.4,45,GONZAGA,0.338,97,0.361,35,7.5,135,0.594,17,70,190,0.542,103,19.6,,4.1,0.149,Braeden Smith
22.6,155,0.2,2,0.5,patriot,-0.5,13.2,124,1.4,0.542,287,0.481,138,0.401,115,0.826,95,35,35,,1105,1,1.3,11,2.7,49,18.2,braeden-smith-1,406,438,Guard,2.4,45,GONZAGA,0.338,97,0.361,35,7.5,135,0.594,17,70,190,0.542,103,19.6,,4.1,0.149,Braeden Smith
13.3,12,3.1,5,2.9,big-sky,1.4,12.5,19,0.3,0.538,52,0.423,22,0.115,6,0.833,5,17,0,,162,1.5,3.1,4,0.3,22,15.5,steele-venters-1,61,59,Guard,1.7,5,GONZAGA,0.558,29,0.414,12,8.1,23,0.556,11.3,7,23,0.435,10,19.2,,0.6,0.138,Steele Venters
13.3,12,3.1,5,2.9,big-sky,1.4,12.5,19,0.3,0.538,52,0.423,22,0.115,6,0.833,5,17,0,,162,1.5,3.1,4,0.3,22,15.5,steele-venters-1,61,59,Guard,1.7,5,GONZAGA,0.558,29,0.414,12,8.1,23,0.556,11.3,7,23,0.435,10,19.2,,0.6,0.138,Steele Venters
4.4,2,3.4,3,2.4,wac,1.9,17.4,14,0.1,0.682,22,0.636,14,0.545,12,0.667,8,6,1,,106,0.5,6.5,6,0.2,15,17.2,jakobe-coles-1,38,33,Forward,1.2,2,GRAND-CANYON,0.318,7,0.286,2,11.6,20,0.686,20.2,7,15,0.8,12,17.7,,0.3,0.124,JaKobe Coles
4.4,2,3.4,3,2.4,wac,1.9,17.4,14,0.1,0.682,22,0.636,14,0.545,12,0.667,8,6,1,,106,0.5,6.5,6,0.2,15,17.2,jakobe-coles-1,38,33,Forward,1.2,2,GRAND-CANYON,0.318,7,0.286,2,11.6,20,0.686,20.2,7,15,0.8,12,17.7,,0.3,0.124,JaKobe Coles
18.2,50,1.3,7,0.6,wac,-1.6,15.9,84,1,0.46,297,0.391,116,0.303,90,0.8,72,20,20,,693,2.2,4.7,28,1.3,36,19.5,rayshon-harrison-1,345,329,Guard,2.4,28,GRAND-CANYON,0.394,117,0.35,41,9.9,112,0.508,13.5,53,180,0.417,75,29,,2.4,0.136,Rayshon Harrison
18.2,50,1.3,7,0.6,wac,-1.6,15.9,84,1,0.46,297,0.391,116,0.303,90,0.8,72,20,20,,693,2.2,4.7,28,1.3,36,19.5,rayshon-harrison-1,345,329,Guard,2.4,28,GRAND-CANYON,0.394,117,0.35,41,9.9,112,0.508,13.5,53,180,0.417,75,29,,2.4,0.136,Rayshon Harrison
4.4,4,4.9,8,-0.6,wac,2,21.4,34,0.4,0.413,69,0.391,27,0.304,21,0.524,11,22,0,,179,-2.5,8.6,14,-0.1,19,13,tyon-grant-foster-1,68,65,Guard,2.2,7,GRAND-CANYON,0.333,23,0.13,3,14.9,48,0.431,16,15,46,0.522,24,26.1,,0.3,0.066,Tyon Grant-Foster
4.4,4,4.9,8,-0.6,wac,2,21.4,34,0.4,0.413,69,0.391,27,0.304,21,0.524,11,22,0,,179,-2.5,8.6,14,-0.1,19,13,tyon-grant-foster-1,68,65,Guard,2.2,7,GRAND-CANYON,0.333,23,0.13,3,14.9,48,0.431,16,15,46,0.522,24,26.1,,0.3,0.066,Tyon Grant-Foster
2.9,5,6.3,18,0.6,wac,2.4,12.7,38,0.6,0.519,54,0.519,28,0.852,46,0.63,29,36,1,,325,-1.8,14.5,44,0.6,63,14.8,duke-brennan-1,85,96,Forward,1.2,7,GRAND-CANYON,0,0,,0,13.6,82,0.56,16.5,15,54,0.519,28,14,,1.1,0.138,Duke Brennan
2.9,5,6.3,18,0.6,wac,2.4,12.7,38,0.6,0.519,54,0.519,28,0.852,46,0.63,29,36,1,,325,-1.8,14.5,44,0.6,63,14.8,duke-brennan-1,85,96,Forward,1.2,7,GRAND-CANYON,0,0,,0,13.6,82,0.56,16.5,15,54,0.519,28,14,,1.1,0.138,Duke Brennan
22.3,94,1,8,-0.6,wac,-0.2,9.7,72,1.1,0.53,254,0.445,113,0.504,128,0.758,97,34,30,,828,-0.4,3.5,25,1,105,13.6,makaih-williams-1,366,365,Guard,2.1,32,GRAND-CANYON,0.374,95,0.453,43,6.6,97,0.581,23.6,97,159,0.44,70,23.7,,2.1,0.102,Makaih Williams
22.3,94,1,8,-0.6,wac,-0.2,9.7,72,1.1,0.53,254,0.445,113,0.504,128,0.758,97,34,30,,828,-0.4,3.5,25,1,105,13.6,makaih-williams-1,366,365,Guard,2.1,32,GRAND-CANYON,0.374,95,0.453,43,6.6,97,0.581,23.6,97,159,0.44,70,23.7,,2.1,0.102,Makaih Williams
2.9,1,5.9,3,-2.6,wac,0.2,14.6,7,0.1,0.538,13,0.462,6,0.308,4,0.75,3,11,0,,61,-2.9,10.4,5,0,9,9.9,lok-wur-1,17,17,Forward,0,0,GRAND-CANYON,0.462,6,0.333,2,12.5,12,0.57,28.7,6,7,0.571,4,18.3,,0.1,0.055,Lok Wur
2.9,1,5.9,3,-2.6,wac,0.2,14.6,7,0.1,0.538,13,0.462,6,0.308,4,0.75,3,11,0,,61,-2.9,10.4,5,0,9,9.9,lok-wur-1,17,17,Forward,0,0,GRAND-CANYON,0.462,6,0.333,2,12.5,12,0.57,28.7,6,7,0.571,4,18.3,,0.1,0.055,Lok Wur
11.2,21,3,8,0.1,wac,1.8,13.3,38,0.6,0.445,82,0.39,32,0.268,22,0.727,16,20,2,,305,-1.7,3.3,9,0.3,26,14.3,collin-moore-1,89,90,Guard,4.1,22,GRAND-CANYON,0.512,42,0.214,9,8.5,47,0.481,14.8,16,40,0.575,23,17.4,,0.8,0.107,Collin Moore
11.2,21,3,8,0.1,wac,1.8,13.3,38,0.6,0.445,82,0.39,32,0.268,22,0.727,16,20,2,,305,-1.7,3.3,9,0.3,26,14.3,collin-moore-1,89,90,Guard,4.1,22,GRAND-CANYON,0.512,42,0.214,9,8.5,47,0.481,14.8,16,40,0.575,23,17.4,,0.8,0.107,Collin Moore
6.1,18,0.5,3,-5,wac,-2.2,11.9,56,0.1,0.444,152,0.375,57,0.336,51,0.608,31,32,1,,551,-2.8,3.7,17,-0.1,47,7.8,caleb-shaw-1,166,162,Guard,0.9,9,GRAND-CANYON,0.513,78,0.269,21,7.8,73,0.471,16.2,34,74,0.486,36,19.7,,0.1,0.006,Caleb Shaw
6.1,18,0.5,3,-5,wac,-2.2,11.9,56,0.1,0.444,152,0.375,57,0.336,51,0.608,31,32,1,,551,-2.8,3.7,17,-0.1,47,7.8,caleb-shaw-1,166,162,Guard,0.9,9,GRAND-CANYON,0.513,78,0.269,21,7.8,73,0.471,16.2,34,74,0.486,36,19.7,,0.1,0.006,Caleb Shaw
23.7,21,0,0,-2.7,wac,2.3,12.9,18,0.4,0.483,30,0.467,14,0.6,18,0.611,11,19,0,,153,-5,3.9,5,0.1,19,14.4,styles-phipps-1,40,48,Guard,5.4,15,GRAND-CANYON,0.233,7,0.143,1,8.5,23,0.519,22.2,11,23,0.565,13,15.5,,0.5,0.138,Styles Phipps
23.7,21,0,0,-2.7,wac,2.3,12.9,18,0.4,0.483,30,0.467,14,0.6,18,0.611,11,19,0,,153,-5,3.9,5,0.1,19,14.4,styles-phipps-1,40,48,Guard,5.4,15,GRAND-CANYON,0.233,7,0.143,1,8.5,23,0.519,22.2,11,23,0.565,13,15.5,,0.5,0.138,Styles Phipps
8.7,4,5.2,4,-6.2,wac,-1.7,10.9,8,0.1,0.5,16,0.5,8,0.25,4,0.75,3,19,0,,80,-4.5,10.3,7,0.1,10,12.7,austin-maurer-1,19,22,Center,0.7,1,GRAND-CANYON,0.375,6,0,0,10.6,15,0.531,10.1,2,10,0.8,8,11.9,,0.3,0.137,Austin Maurer
8.7,4,5.2,4,-6.2,wac,-1.7,10.9,8,0.1,0.5,16,0.5,8,0.25,4,0.75,3,19,0,,80,-4.5,10.3,7,0.1,10,12.7,austin-maurer-1,19,22,Center,0.7,1,GRAND-CANYON,0.375,6,0,0,10.6,15,0.531,10.1,2,10,0.8,8,11.9,,0.3,0.137,Austin Maurer
0,0,3.7,1,-15.5,wac,-3.4,15.6,4,0.1,0.65,10,0.6,6,0.2,2,0,0,5,0,,28,-12.1,12.6,3,0,4,15.6,sammie-yeanay-1,13,11,Forward,2,1,GRAND-CANYON,0.2,2,0.5,1,14.2,7,0.594,21.5,3,8,0.625,5,23.8,,0.1,0.091,Sammie Yeanay
0,0,3.7,1,-15.5,wac,-3.4,15.6,4,0.1,0.65,10,0.6,6,0.2,2,0,0,5,0,,28,-12.1,12.6,3,0,4,15.6,sammie-yeanay-1,13,11,Forward,2,1,GRAND-CANYON,0.2,2,0.5,1,14.2,7,0.594,21.5,3,8,0.625,5,23.8,,0.1,0.091,Sammie Yeanay
7.7,20,5.5,23,-1.2,wac,0.3,9.8,39,0.7,0.578,102,0.578,59,0.196,20,0.55,11,32,0,,469,-1.5,9.9,40,0.7,58,15.2,traivar-jackson-1,129,135,Forward,1.9,15,GRAND-CANYON,0.049,5,0,0,9.8,79,0.578,15.8,21,97,0.608,59,14.2,,1.4,0.121,Traivar Jackson
