,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,team
2022-23,0.0,0.0,0.0,0.0,-35.4,acc,-6.1,18.0,1.0,0.0,0.0,3.0,0.0,0.0,1.333,4.0,0.5,2.0,,,,6.0,-29.4,0.0,0.0,-0.1,0.0,-19.7,anthony-clayton-1,2.0,2.0,Guard,9.8,1.0,syracuse,0.0,0.0,,0.0,9.5,1.0,0.204,29.0,2.0,3.0,0.0,0.0,58.8,,-0.1,-0.497,Anthony Clayton,Syracuse
Career,0.0,0.0,0.0,0.0,-35.4,,-6.1,18.0,1.0,0.0,0.0,3.0,0.0,0.0,1.333,4.0,0.5,2.0,,,,6.0,-29.4,0.0,0.0,-0.1,0.0,-19.7,anthony-clayton-1,2.0,2.0,Guard,9.8,1.0,syracuse,0.0,0.0,,0.0,9.5,1.0,0.204,29.0,2.0,3.0,0.0,0.0,58.8,,-0.1,-0.497,Anthony Clayton,Syracuse
2021-22,0.0,0.0,0.0,0.0,-24.9,acc,-4.4,53.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,2.0,-20.6,0.0,0.0,0.0,0.0,-14.7,niko-ruffin-1,0.0,0.0,Guard,0.0,0.0,syracuse,0.0,0.0,,0.0,27.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.3,,0.0,-0.273,Niko Ruffin,Syracuse
2022-23,0.0,0.0,0.0,0.0,-13.5,acc,1.5,15.5,1.0,0.0,0.25,4.0,0.25,1.0,0.0,0.0,,0.0,,,,7.0,-15.0,0.0,0.0,-0.1,0.0,-2.6,niko-ruffin-1,2.0,2.0,Guard,8.4,1.0,syracuse,0.0,0.0,,0.0,8.1,1.0,0.25,20.0,1.0,4.0,0.25,1.0,36.5,,0.0,-0.208,Niko Ruffin,Syracuse
Career,0.0,0.0,0.0,0.0,-16.0,,0.2,24.0,2.0,0.0,0.2,5.0,0.2,1.0,0.0,0.0,,0.0,,,,9.0,-16.2,0.0,0.0,-0.1,0.0,-5.3,niko-ruffin-1,2.0,2.0,Guard,6.5,1.0,syracuse,0.0,0.0,,0.0,12.4,2.0,0.2,16.7,1.0,5.0,0.2,1.0,34.0,,-0.1,-0.223,Niko Ruffin,Syracuse
2022-23,7.4,1.0,6.3,1.0,-5.5,acc,3.8,16.2,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,20.0,-9.4,0.0,0.0,0.0,7.0,0.8,peter-carey-1,0.0,1.0,Center,0.0,0.0,syracuse,,0.0,,0.0,8.5,3.0,,,0.0,0.0,,0.0,0.0,,0.0,0.053,Peter Carey,Syracuse
Career,7.4,1.0,6.3,1.0,-5.5,,3.8,16.2,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,20.0,-9.4,0.0,0.0,0.0,7.0,0.8,peter-carey-1,0.0,1.0,Center,0.0,0.0,syracuse,,0.0,,0.0,8.5,3.0,,,0.0,0.0,,0.0,0.0,,0.0,0.053,Peter Carey,Syracuse
2021-22,0.0,0.0,0.0,0.0,-8.2,acc,-5.4,15.4,1.0,0.0,0.5,3.0,0.333,1.0,0.0,0.0,,0.0,,,,7.0,-2.8,0.0,0.0,0.0,0.0,3.8,arthur-cordes-1,3.0,2.0,Guard,0.0,0.0,syracuse,0.333,1.0,1.0,1.0,7.9,1.0,0.5,25.0,1.0,2.0,0.0,0.0,28.9,,0.0,-0.082,Arthur Cordes,Syracuse
2022-23,0.0,0.0,0.0,0.0,-16.8,acc,-4.9,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,5.0,-11.9,0.0,0.0,0.0,0.0,-12.4,arthur-cordes-1,0.0,0.0,Guard,0.0,0.0,syracuse,,0.0,,0.0,0.0,0.0,,100.0,1.0,0.0,,0.0,10.2,,0.0,-0.22,Arthur Cordes,Syracuse
Career,0.0,0.0,0.0,0.0,-11.8,,-5.2,9.0,1.0,0.0,,3.0,0.333,1.0,0.0,0.0,,0.0,,,,12.0,-6.6,0.0,0.0,0.0,0.0,-3.0,arthur-cordes-1,3.0,2.0,Guard,0.0,0.0,syracuse,0.333,1.0,1.0,1.0,4.6,1.0,,40.0,2.0,2.0,0.0,0.0,21.1,,0.0,-0.139,Arthur Cordes,Syracuse
2020-21,0.0,0.0,0.0,0.0,-3.9,acc,-0.3,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,-3.7,0.0,0.0,0.0,0.0,0.0,shane-feldman-1,0.0,0.0,Guard,0.0,0.0,syracuse,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.005,Shane Feldman,Syracuse
2021-22,0.0,0.0,0.0,0.0,-0.8,acc,4.8,53.8,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,2.0,-5.6,0.0,0.0,0.0,0.0,8.2,shane-feldman-1,0.0,0.0,Guard,0.0,0.0,syracuse,,0.0,,0.0,27.5,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.079,Shane Feldman,Syracuse
2022-23,0.0,0.0,0.0,0.0,-6.6,acc,-3.6,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,2.0,-3.1,0.0,0.0,0.0,0.0,0.0,shane-feldman-1,0.0,0.0,Guard,0.0,0.0,syracuse,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.014,Shane Feldman,Syracuse
Career,0.0,0.0,0.0,0.0,-3.8,,0.4,21.5,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,5.0,-4.2,0.0,0.0,0.0,0.0,3.3,shane-feldman-1,0.0,0.0,Guard,0.0,0.0,syracuse,,0.0,,0.0,11.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.025,Shane Feldman,Syracuse
2022-23,0.0,0.0,0.0,0.0,-7.2,acc,-4.8,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,-2.4,0.0,0.0,0.0,0.0,0.0,stephen-keating-1,0.0,0.0,Forward,0.0,0.0,syracuse,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.013,Stephen Keating,Syracuse
Career,0.0,0.0,0.0,0.0,-7.2,,-4.8,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,-2.4,0.0,0.0,0.0,0.0,0.0,stephen-keating-1,0.0,0.0,Forward,0.0,0.0,syracuse,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.013,Stephen Keating,Syracuse
2019-20,17.1,41.0,0.8,3.0,-0.4,big-ten,1.6,13.0,50.0,0.6,0.424,112.0,0.348,39.0,0.348,39.0,0.615,24.0,,,,441.0,-2.0,0.5,2.0,0.1,43.0,7.9,armaan-franklin-1,119.0,122.0,Guard,1.1,8.0,virginia,0.571,64.0,0.266,17.0,6.8,52.0,0.456,18.7,30.0,48.0,0.458,22.0,18.2,,0.6,0.057,Armaan Franklin,Virginia
2020-21,15.6,47.0,0.9,5.0,4.2,big-ten,2.4,13.8,78.0,0.9,0.517,203.0,0.429,87.0,0.266,54.0,0.741,40.0,,,,662.0,1.8,2.3,13.0,0.7,61.0,14.5,armaan-franklin-1,250.0,232.0,Guard,2.3,26.0,virginia,0.419,85.0,0.424,36.0,8.0,91.0,0.547,17.4,48.0,118.0,0.432,51.0,21.9,,1.6,0.094,Armaan Franklin,Virginia
2021-22,10.6,49.0,1.1,9.0,1.7,acc,1.1,10.4,86.0,1.3,0.466,357.0,0.392,140.0,0.21,75.0,0.76,57.0,,,,1034.0,0.6,1.4,11.0,1.0,71.0,13.9,armaan-franklin-1,390.0,344.0,Guard,2.3,35.0,virginia,0.501,179.0,0.296,53.0,6.0,97.0,0.497,9.9,43.0,178.0,0.489,87.0,24.6,,2.3,0.089,Armaan Franklin,Virginia
2022-23,10.2,40.0,1.5,10.0,5.6,acc,1.8,15.1,103.0,1.5,0.524,296.0,0.426,126.0,0.25,74.0,0.73,54.0,,,,866.0,3.7,2.6,18.0,1.7,42.0,18.0,armaan-franklin-1,364.0,314.0,Guard,2.0,27.0,virginia,0.507,150.0,0.387,58.0,8.8,121.0,0.55,7.0,25.0,146.0,0.466,68.0,23.3,,3.2,0.146,Armaan Franklin,Virginia
Career,12.5,177.0,1.1,27.0,3.1,,1.7,12.9,317.0,4.2,0.49,968.0,0.405,392.0,0.25,242.0,0.723,175.0,,,,3003.0,1.4,1.8,44.0,3.4,217.0,14.3,armaan-franklin-1,1123.0,1012.0,Guard,2.0,96.0,virginia,0.494,478.0,0.343,164.0,7.4,361.0,0.518,11.9,146.0,490.0,0.465,228.0,22.7,,7.7,0.102,Armaan Franklin,Virginia
2018-19,9.7,39.0,1.7,14.0,1.4,aac,-1.4,20.8,169.0,1.1,0.496,337.0,0.493,166.0,0.677,228.0,0.75,171.0,,,,949.0,2.9,10.8,93.0,2.4,88.0,23.0,jayden-gardner-1,505.0,491.0,Forward,1.4,24.0,virginia,0.03,10.0,0.2,2.0,15.7,262.0,0.567,14.4,75.0,327.0,0.502,164.0,27.4,,3.5,0.148,Jayden Gardner,Virginia
2019-20,16.4,67.0,1.7,15.0,4.6,aac,-0.4,21.0,194.0,1.4,0.526,428.0,0.521,223.0,0.509,218.0,0.734,160.0,,,,1064.0,5.0,9.8,91.0,3.3,91.0,25.5,jayden-gardner-1,610.0,582.0,Forward,1.8,34.0,virginia,0.047,20.0,0.2,4.0,15.4,285.0,0.574,13.5,83.0,408.0,0.537,219.0,29.0,,4.7,0.177,Jayden Gardner,Virginia
2020-21,10.1,27.0,0.6,3.0,1.9,aac,-0.1,21.4,119.0,1.0,0.484,257.0,0.479,123.0,0.518,133.0,0.737,98.0,,,,667.0,2.0,6.4,39.0,1.3,42.0,19.3,jayden-gardner-1,347.0,313.0,Forward,1.0,11.0,virginia,0.023,6.0,0.5,3.0,13.6,158.0,0.542,12.3,45.0,251.0,0.478,120.0,27.8,,2.4,0.141,Jayden Gardner,Virginia
2021-22,11.2,50.0,1.4,13.0,3.7,acc,0.2,15.7,143.0,1.4,0.505,437.0,0.501,219.0,0.277,121.0,0.793,96.0,,,,1145.0,3.6,9.1,80.0,3.1,74.0,22.0,jayden-gardner-1,537.0,501.0,Forward,1.0,18.0,virginia,0.032,14.0,0.214,3.0,12.4,223.0,0.543,9.5,52.0,423.0,0.511,216.0,27.9,,4.4,0.155,Jayden Gardner,Virginia
2022-23,6.5,20.0,2.4,14.0,3.8,acc,1.4,17.3,101.0,1.4,0.515,270.0,0.515,139.0,0.348,94.0,0.67,63.0,,,,743.0,2.4,9.7,58.0,1.6,50.0,21.5,jayden-gardner-1,341.0,311.0,Forward,2.2,26.0,virginia,0.007,2.0,0.0,0.0,13.5,159.0,0.542,9.0,31.0,268.0,0.519,139.0,26.3,,3.0,0.162,Jayden Gardner,Virginia
Career,11.2,203.0,1.6,59.0,3.2,,-0.1,19.1,726.0,6.3,0.507,1729.0,0.503,870.0,0.459,794.0,0.741,588.0,,,,4568.0,3.3,9.3,361.0,11.7,345.0,22.5,jayden-gardner-1,2340.0,2197.0,Forward,1.5,113.0,virginia,0.03,52.0,0.231,12.0,14.1,1087.0,0.556,12.0,286.0,1677.0,0.512,858.0,27.8,,18.0,0.158,Jayden Gardner,Virginia
2018-19,16.4,97.0,0.0,0.0,4.9,acc,3.9,8.4,73.0,1.9,0.443,157.0,0.35,55.0,0.255,40.0,0.825,33.0,,,,1019.0,0.9,2.1,16.0,1.0,52.0,9.6,kihei-clark-1,172.0,212.0,Guard,1.8,28.0,virginia,0.541,85.0,0.341,29.0,5.5,89.0,0.489,18.1,39.0,72.0,0.361,26.0,12.1,,2.9,0.115,Kihei Clark,Virginia
2019-20,37.5,176.0,0.4,3.0,3.3,acc,2.9,12.2,114.0,2.7,0.439,280.0,0.375,105.0,0.318,89.0,0.876,78.0,,,,1114.0,0.3,1.3,11.0,0.8,54.0,14.4,kihei-clark-1,324.0,378.0,Guard,2.2,37.0,virginia,0.343,96.0,0.375,36.0,7.0,125.0,0.503,24.6,105.0,184.0,0.375,69.0,22.5,,3.6,0.128,Kihei Clark,Virginia
2020-21,25.3,113.0,0.0,0.0,0.7,acc,0.2,6.6,45.0,0.8,0.459,207.0,0.411,85.0,0.309,64.0,0.734,47.0,,,,850.0,0.6,1.0,6.0,1.1,30.0,12.8,kihei-clark-1,237.0,278.0,Guard,1.4,18.0,virginia,0.3,62.0,0.323,20.0,3.9,51.0,0.499,18.3,53.0,145.0,0.448,65.0,20.3,,1.9,0.088,Kihei Clark,Virginia
2021-22,24.8,153.0,0.4,4.0,2.2,acc,0.7,9.1,91.0,1.3,0.477,302.0,0.387,117.0,0.258,78.0,0.782,61.0,,,,1261.0,1.5,1.2,12.0,1.3,40.0,13.0,kihei-clark-1,349.0,374.0,Guard,1.6,30.0,virginia,0.517,156.0,0.346,54.0,5.2,103.0,0.515,18.5,77.0,146.0,0.432,63.0,19.3,,2.6,0.082,Kihei Clark,Virginia
2022-23,34.7,166.0,0.5,4.0,4.5,acc,1.7,8.3,63.0,1.4,0.48,244.0,0.41,100.0,0.48,117.0,0.752,88.0,,,,963.0,2.8,1.6,12.0,2.1,48.0,17.2,kihei-clark-1,322.0,369.0,Guard,2.1,32.0,virginia,0.377,92.0,0.37,34.0,4.9,75.0,0.537,16.0,57.0,152.0,0.434,66.0,21.0,,3.5,0.147,Kihei Clark,Virginia
Career,27.8,705.0,0.3,11.0,3.1,,1.9,9.1,386.0,8.0,0.461,1190.0,0.388,462.0,0.326,388.0,0.791,307.0,,,,5207.0,1.2,1.4,57.0,6.5,224.0,13.4,kihei-clark-1,1404.0,1611.0,Guard,1.8,145.0,virginia,0.413,491.0,0.352,173.0,5.4,443.0,0.511,19.4,331.0,699.0,0.413,289.0,19.0,,14.5,0.111,Kihei Clark,Virginia
2020-21,18.0,75.0,1.7,10.0,3.4,acc,4.0,11.1,66.0,1.1,0.423,110.0,0.382,42.0,0.3,33.0,0.758,25.0,,,,734.0,-0.5,1.0,5.0,0.6,37.0,11.2,reece-beekman-1,118.0,151.0,Guard,2.7,30.0,virginia,0.336,37.0,0.243,9.0,6.4,71.0,0.469,18.7,29.0,73.0,0.452,33.0,12.5,,1.6,0.089,Reece Beekman,Virginia
2021-22,30.2,181.0,2.5,25.0,7.6,acc,5.2,12.4,121.0,2.2,0.492,256.0,0.449,115.0,0.18,46.0,0.761,35.0,,,,1230.0,2.4,1.6,15.0,2.1,62.0,18.2,reece-beekman-1,287.0,339.0,Guard,4.0,73.0,virginia,0.254,65.0,0.338,22.0,7.1,136.0,0.516,15.3,50.0,191.0,0.487,93.0,15.6,,4.2,0.138,Reece Beekman,Virginia
2022-23,32.7,147.0,2.1,15.0,6.7,acc,4.0,9.9,70.0,1.7,0.463,218.0,0.404,88.0,0.33,72.0,0.792,57.0,,,,896.0,2.7,2.1,15.0,1.8,47.0,18.0,reece-beekman-1,259.0,307.0,Guard,3.2,45.0,virginia,0.312,68.0,0.382,26.0,6.0,85.0,0.513,13.7,40.0,150.0,0.413,62.0,18.5,,3.5,0.155,Reece Beekman,Virginia
Career,27.8,403.0,2.2,50.0,6.3,,4.5,11.3,257.0,4.9,0.468,584.0,0.42,245.0,0.259,151.0,0.775,117.0,,,,2860.0,1.7,1.6,35.0,4.5,146.0,16.3,reece-beekman-1,664.0,797.0,Guard,3.4,148.0,virginia,0.291,170.0,0.335,57.0,6.5,292.0,0.506,15.4,119.0,414.0,0.454,188.0,15.7,,9.3,0.131,Reece Beekman,Virginia
2018-19,13.1,48.0,2.3,15.0,3.3,mac,1.5,19.0,122.0,1.1,0.515,231.0,0.407,94.0,0.177,41.0,0.707,29.0,,,,719.0,1.7,6.1,40.0,1.1,55.0,17.2,ben-vanderplas-1,267.0,258.0,Forward,2.2,28.0,virginia,0.701,162.0,0.309,50.0,12.5,162.0,0.533,11.6,33.0,69.0,0.638,44.0,19.2,,2.2,0.125,Ben Vander Plas,Virginia
2019-20,18.2,86.0,2.4,21.0,2.5,mac,0.6,19.8,175.0,1.5,0.547,372.0,0.492,183.0,0.363,135.0,0.593,80.0,,,,1022.0,1.9,4.4,39.0,1.9,84.0,19.8,ben-vanderplas-1,487.0,464.0,Forward,1.8,32.0,virginia,0.368,137.0,0.299,41.0,12.1,214.0,0.558,16.9,89.0,235.0,0.604,142.0,26.3,,3.4,0.134,Ben Vander Plas,Virginia
2020-21,18.7,94.0,2.0,15.0,4.0,mac,1.6,17.1,126.0,1.2,0.53,263.0,0.433,114.0,0.209,55.0,0.764,42.0,,,,846.0,2.4,2.6,19.0,1.5,60.0,17.1,ben-vanderplas-1,321.0,325.0,Forward,2.4,36.0,virginia,0.555,146.0,0.349,51.0,9.9,145.0,0.555,16.7,58.0,117.0,0.538,63.0,20.2,,2.7,0.13,Ben Vander Plas,Virginia
2021-22,17.1,107.0,1.5,16.0,4.5,mac,1.8,19.6,197.0,2.2,0.55,363.0,0.457,166.0,0.38,138.0,0.725,100.0,,,,1237.0,2.6,3.5,40.0,3.3,81.0,20.6,ben-vanderplas-1,499.0,496.0,Forward,2.9,62.0,virginia,0.545,198.0,0.338,67.0,11.1,237.0,0.582,12.8,63.0,165.0,0.6,99.0,20.1,,5.5,0.177,Ben Vander Plas,Virginia
2022-23,11.6,41.0,2.0,11.0,4.0,acc,2.8,18.8,106.0,1.4,0.5,187.0,0.412,77.0,0.294,55.0,0.509,28.0,,,,719.0,1.2,4.9,28.0,0.9,57.0,14.7,ben-vanderplas-1,215.0,208.0,Forward,2.1,24.0,virginia,0.583,109.0,0.303,33.0,11.7,134.0,0.504,8.6,20.0,78.0,0.564,44.0,18.3,,2.3,0.126,Ben Vander Plas,Virginia
Career,16.1,376.0,2.0,78.0,3.7,,1.6,18.9,726.0,7.5,0.533,1416.0,0.448,634.0,0.299,424.0,0.658,279.0,,,,4543.0,2.1,4.2,166.0,8.7,337.0,18.3,ben-vanderplas-1,1789.0,1751.0,Forward,2.3,182.0,virginia,0.531,752.0,0.322,242.0,11.4,892.0,0.553,14.0,263.0,664.0,0.59,392.0,21.1,,16.2,0.142,Ben Vander Plas,Virginia
2022-23,7.1,22.0,0.8,4.0,2.2,acc,1.2,12.0,59.0,0.9,0.553,159.0,0.415,66.0,0.132,21.0,0.714,15.0,,,,624.0,1.0,1.4,7.0,0.6,35.0,11.6,isaac-mckneely-1,191.0,159.0,Guard,1.2,12.0,virginia,0.704,112.0,0.393,44.0,6.7,66.0,0.565,11.1,21.0,47.0,0.468,22.0,17.2,,1.5,0.097,Isaac McKneely,Virginia
Career,7.1,22.0,0.8,4.0,2.2,,1.2,12.0,59.0,0.9,0.553,159.0,0.415,66.0,0.132,21.0,0.714,15.0,,,,624.0,1.0,1.4,7.0,0.6,35.0,11.6,isaac-mckneely-1,191.0,159.0,Guard,1.2,12.0,virginia,0.704,112.0,0.393,44.0,6.7,66.0,0.565,11.1,21.0,47.0,0.468,22.0,17.2,,1.5,0.097,Isaac McKneely,Virginia
2020-21,7.0,3.0,5.7,4.0,-0.6,acc,0.7,17.3,12.0,0.1,0.524,21.0,0.524,11.0,0.429,9.0,0.667,6.0,,,,86.0,-1.3,19.5,12.0,0.2,14.0,19.9,kadin-shedrick-1,28.0,33.0,Forward,1.5,2.0,virginia,0.048,1.0,0.0,0.0,18.3,24.0,0.554,19.2,6.0,20.0,0.55,11.0,21.6,,0.4,0.167,Kadin Shedrick,Virginia
2021-22,2.4,8.0,11.2,67.0,5.7,acc,4.6,21.2,123.0,1.6,0.641,142.0,0.641,91.0,0.606,86.0,0.709,61.0,,,,728.0,1.1,9.8,55.0,1.9,97.0,23.7,kadin-shedrick-1,243.0,222.0,Forward,1.8,20.0,virginia,0.007,1.0,0.0,0.0,15.6,178.0,0.664,14.5,31.0,141.0,0.645,91.0,17.2,,3.5,0.194,Kadin Shedrick,Virginia
2022-23,7.6,16.0,9.2,32.0,8.0,acc,6.0,17.0,59.0,1.1,0.669,83.0,0.663,55.0,0.675,56.0,0.786,44.0,,,,442.0,2.0,7.9,28.0,1.4,62.0,24.1,kadin-shedrick-1,155.0,144.0,Forward,3.3,23.0,virginia,0.048,4.0,0.25,1.0,12.4,87.0,0.707,14.1,18.0,79.0,0.684,54.0,16.3,,2.5,0.226,Kadin Shedrick,Virginia
Career,4.6,27.0,10.1,103.0,6.1,,4.8,19.5,194.0,2.8,0.64,246.0,0.638,157.0,0.614,151.0,0.735,111.0,,,,1256.0,1.3,9.8,95.0,3.5,173.0,23.6,kadin-shedrick-1,426.0,400.0,Forward,2.3,45.0,virginia,0.024,6.0,0.167,1.0,14.7,289.0,0.67,14.8,55.0,240.0,0.65,156.0,17.2,,6.4,0.203,Kadin Shedrick,Virginia
2022-23,4.1,7.0,10.2,27.0,3.7,acc,4.7,21.5,57.0,0.8,0.591,55.0,0.545,30.0,0.364,20.0,0.55,11.0,,,,337.0,-0.9,6.7,18.0,0.3,30.0,16.4,ryan-dunn-1,76.0,73.0,Guard,2.1,11.0,virginia,0.273,15.0,0.333,5.0,14.0,75.0,0.589,16.8,13.0,40.0,0.625,25.0,13.0,,1.2,0.139,Ryan Dunn,Virginia
Career,4.1,7.0,10.2,27.0,3.7,,4.7,21.5,57.0,0.8,0.591,55.0,0.545,30.0,0.364,20.0,0.55,11.0,,,,337.0,-0.9,6.7,18.0,0.3,30.0,16.4,ryan-dunn-1,76.0,73.0,Guard,2.1,11.0,virginia,0.273,15.0,0.333,5.0,14.0,75.0,0.589,16.8,13.0,40.0,0.625,25.0,13.0,,1.2,0.139,Ryan Dunn,Virginia
2019-20,0.0,0.0,4.5,5.0,-1.1,acc,3.6,11.1,14.0,0.4,0.529,17.0,0.529,9.0,0.882,15.0,0.667,10.0,,,,150.0,-4.7,8.8,10.0,0.1,24.0,8.3,francisco-caffaro-1,28.0,28.0,Center,0.9,2.0,virginia,0.0,0.0,,0.0,10.0,24.0,0.58,27.2,9.0,17.0,0.529,9.0,12.9,,0.4,0.113,Francisco Caffaro,Virginia
2020-21,3.0,2.0,1.0,1.0,-3.4,acc,0.3,12.7,12.0,0.1,0.5,12.0,0.5,6.0,0.833,10.0,0.8,8.0,,,,117.0,-3.7,10.8,9.0,0.1,16.0,7.5,francisco-caffaro-1,20.0,25.0,Center,0.0,0.0,virginia,0.0,0.0,,0.0,11.8,21.0,0.597,29.5,7.0,12.0,0.5,6.0,12.1,,0.2,0.079,Francisco Caffaro,Virginia
2021-22,2.6,8.0,2.2,11.0,-1.6,acc,0.4,21.7,107.0,0.9,0.524,105.0,0.524,55.0,0.648,68.0,0.603,41.0,,,,618.0,-2.0,11.6,55.0,0.7,79.0,13.0,francisco-caffaro-1,151.0,158.0,Center,0.8,7.0,virginia,0.0,0.0,,0.0,16.8,162.0,0.55,18.9,32.0,105.0,0.524,55.0,16.0,,1.6,0.105,Francisco Caffaro,Virginia
2022-23,3.0,2.0,1.0,1.0,-3.2,acc,0.6,16.8,17.0,0.2,0.733,15.0,0.733,11.0,1.067,16.0,0.625,10.0,,,,129.0,-3.8,11.6,12.0,0.2,25.0,11.6,francisco-caffaro-1,32.0,33.0,Center,0.5,1.0,virginia,0.0,0.0,,0.0,14.2,29.0,0.708,26.1,8.0,15.0,0.733,11.0,13.4,,0.4,0.128,Francisco Caffaro,Virginia
Career,2.3,12.0,2.2,18.0,-1.9,,0.9,18.5,150.0,1.6,0.544,149.0,0.544,81.0,0.732,109.0,0.633,69.0,,,,1014.0,-2.8,11.1,86.0,1.1,144.0,11.5,francisco-caffaro-1,231.0,244.0,Center,0.7,10.0,virginia,0.0,0.0,,0.0,14.9,236.0,0.575,21.8,56.0,149.0,0.544,81.0,14.8,,2.7,0.106,Francisco Caffaro,Virginia
2021-22,2.8,2.0,0.8,1.0,-1.0,acc,-0.5,9.5,11.0,0.1,0.515,33.0,0.394,13.0,0.242,8.0,0.5,4.0,,,,146.0,-0.5,5.4,6.0,0.1,14.0,9.5,taine-murray-1,38.0,34.0,Guard,0.9,2.0,virginia,0.697,23.0,0.348,8.0,7.4,17.0,0.516,9.8,4.0,10.0,0.5,5.0,16.3,,0.3,0.074,Taine Murray,Virginia
2022-23,7.8,3.0,3.6,2.0,-6.9,acc,0.3,19.7,11.0,0.1,0.281,16.0,0.25,4.0,0.25,4.0,0.75,3.0,,,,71.0,-7.2,0.0,0.0,-0.1,5.0,3.4,taine-murray-1,12.0,12.0,Guard,0.0,0.0,virginia,0.688,11.0,0.091,1.0,9.8,11.0,0.335,10.1,2.0,5.0,0.6,3.0,15.9,,0.0,0.012,Taine Murray,Virginia
Career,4.4,5.0,1.7,3.0,-2.9,,-0.3,12.8,22.0,0.2,0.439,49.0,0.347,17.0,0.245,12.0,0.583,7.0,,,,217.0,-2.7,3.6,6.0,0.0,19.0,7.5,taine-murray-1,50.0,46.0,Guard,0.6,2.0,virginia,0.694,34.0,0.265,9.0,8.2,28.0,0.457,9.9,6.0,15.0,0.533,8.0,16.2,,0.3,0.054,Taine Murray,Virginia
2019-20,9.9,4.0,0.0,0.0,-2.5,acc,5.8,10.8,8.0,0.2,0.333,18.0,0.278,5.0,0.0,0.0,,0.0,,,,88.0,-8.3,0.0,0.0,-0.2,9.0,0.8,chase-coleman-1,12.0,12.0,Guard,3.8,5.0,virginia,0.444,8.0,0.25,2.0,5.7,8.0,0.333,28.0,7.0,10.0,0.3,3.0,16.6,,0.0,0.006,Chase Coleman,Virginia
2020-21,0.0,0.0,0.0,0.0,-2.9,acc,0.9,20.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,,6.0,-3.8,0.0,0.0,0.0,1.0,19.4,chase-coleman-1,2.0,1.0,Guard,0.0,0.0,virginia,0.0,0.0,,0.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.9,,0.0,0.185,Chase Coleman,Virginia
2021-22,0.0,0.0,0.0,0.0,-8.9,acc,2.9,0.0,0.0,0.0,0.5,2.0,0.5,1.0,0.0,0.0,,0.0,,,,6.0,-11.8,0.0,0.0,-0.1,0.0,-1.5,chase-coleman-1,2.0,1.0,Guard,11.1,1.0,virginia,0.5,1.0,0.0,0.0,0.0,0.0,0.5,50.0,2.0,1.0,1.0,1.0,39.0,,0.0,-0.249,Chase Coleman,Virginia
2022-23,30.8,4.0,0.0,0.0,-9.1,acc,-3.9,0.0,0.0,0.0,0.429,7.0,0.286,2.0,0.429,3.0,0.333,1.0,,,,25.0,-5.2,0.0,0.0,0.0,3.0,3.4,chase-coleman-1,7.0,8.0,Guard,0.0,0.0,virginia,0.714,5.0,0.4,2.0,0.0,0.0,0.415,19.2,2.0,2.0,0.0,0.0,23.6,,0.0,0.003,Chase Coleman,Virginia
Career,13.1,8.0,0.0,0.0,-4.2,,3.5,8.6,9.0,0.3,0.393,28.0,0.321,9.0,0.107,3.0,0.333,1.0,,,,125.0,-7.6,0.0,0.0,-0.3,13.0,2.1,chase-coleman-1,23.0,23.0,Guard,3.2,6.0,virginia,0.5,14.0,0.286,4.0,4.5,9.0,0.391,27.2,11.0,14.0,0.357,5.0,18.8,,0.0,0.002,Chase Coleman,Virginia
